code,display_en,display_fi
QDD00,Dressing of major burn of lower limb,"Omläggning vid brännskada, nedre extremiteten"
QDD10,Debridement of burn of lower limb,"Revision av brännskada, nedre extremiteten, débridement"
QDD20,Excision of burn of lower limb and coverage,"Excision och täckning av brännskada, nedre extremiteten"
QDE,Excision and repair of lesion of skin of lower limb,"Excision och rekonstruktion vid kutana/subkutana förändringar, nedre extremiteten"
QDE00,Excision of loose skin or fold of skin from lower limb,"Excision av hudveck eller överflödig hud, nedre extremiteten"
QDE10,Excision of other lesion extending through all layers of skin in lower limb,"Excision av kutan/subkutan förändring från all skikter av hud, nedre extremiteten"
QDE15,Excision of other superficial lesion of skin in lower limb,"Excision av ytlig hudförändring, nedre extremiteten"
QDE20,Excision and repair of scar or web of skin of lower limb,"Excision av ärr eller hudkontraktur, nedre extremiteten"
QDE25,Excision and repair of scar of lower limb caused by burn,"Excision/revision av ärr efter brännskada, nedre extremiteten"
QDE30,Excision and repair of surgical scar in lower limb,"Excision/revision av operationsärr, nedre extremiteten"
QDE35,Repair of skin defect in lower limb after surgery or injury,"Rekonstruktion av huddefekt efter skada eller operation, nedre extremiteten"
QDE40,Repair of anomaly or lesion after disease of skin of lower limb,"Rekonstruktion vid missbildning eller hudsjukdom, nedre extremiteten"
QDE50,Dermabrasion of superficial lesion of skin of lower limb,"Dermabrasion av ytlig hudfändring, nedre etremiteten"
QDE99,Other excision or repair of lesion of skin of lower limb,"Annan kutan / subkutan excision eller rekonstruktion, nedre extremiteten"
QDG,Operations for chronic ulcers and fistulae of skin of lower limb,"Operationer för kroniska sår och fistlar, nedre extremiteten"
QDG00,Debridement of bedsore of lower limb,"Revision av liggsår, nedre extremiteten, débridement"
QDG10,Excision and repair of bedsore of lower limb,"Excision med rekonstruktion vid liggsår, nedre extremiteten"
QDG20,Operation for chronic ulcer or fistula of skin of lower limb,"Operation för kroniskt sår, nedre extremiteten"
QDG30,Delayed skin closure of surgical wound in lower limb,Planerad sekundärsutur av operationssår i hud av nedre extremiteten
QDG99,Other operation for chronic ulcer or fistula of skin of lower limb,"Annan operation för kroniskt sår eller fistel, nedre extremiteten"
QDH,Operations on toe nails,Operationer på tånaglarna
QDH00,Avulsion of toe nail,Extraktion av tånagel
QDH01,Excision of nail bed in toe,Revision av tånagelbädd
QDH05,Correction of deformity of toe nail,Revision av tånagel
QDH10,"Transfer of toe nail, microsurgical",Mikrokirurgisk transplantation av tånagel
QDH40,Trephining of toe nail,Punktion av tånagel
QDJ,Aesthetic operations on skin of lower extremity,"Estetiskt betingade operationer, nedre extremiteten"
QDJ00,Liposuction in lower extremity,"Fettsugning, nedre extremiteten"
QDJ05,Correction of loose or redundant skin of lower extremity,"Resektion av hudöverskott, nedre extremiteten"
QDJ99,Other aesthetic operations on skin of lower extremity,"Annan operation av estetiska orsaker, nedre extremiteten"
QDZ00,Botulin injections for hyperhidrosis of feet,Botulin-injektioner mot hyperhidros i fötterna
QD0,Radikotherapy of skin of lower limb,Strålbehandling av hud på necre extremiteten
QD001,Locar radiotherapy of lower limb,Lokal strålbehandling av hud på nedre extemiteten
QD1S1,,Fotografering av hud eller subkutan vävnad på höften
QD2S1,,Fotografering av hud eller subkutan vävnad på lår
QD3S1,,Fotografering av hud eller subkutan vävnad på knä
QD4S1,,Fotografering av hud eller subkutan vävnad på vad
QD5S1,,Fotografering av hud eller subkutan vävnad på vrist
QD6S1,,Fotografering av hud eller subkutan vävnad på fotblad
QD7S1,,Fotografering av hud eller subkutan vävnad på tår
QD8S1,,Fotografering av tånaglar
QD9S1,,"Fotografering av hud eller subkutan vävnad på nedre extremitet, ospecificerat"
QD9V1,,Videoavbildning av hud eller subkutan vävnad på nedre extremitet
QW,Reoperations on skin,Operationer för komplikationer av hudkirurgi
QWA00,Repair of wound dehiscence in surgery of skin,Revision för sårruptur/sårinfektion efter operation på hud/subkutan vävnad
QWC00,Reoperation for superficial infection in surgery of skin,Incision/dränage av infekterad sårhåla efter operation på hud/subkutan vävnad
QWD00,Reoperation for superficial haemorrhage in surgery of skin,Reoperation för blödning efter operation på hud/subkutan vävnad
QWF00,Reoperation for insufficiency of suture in plastic surgery of skin,Revision av mikrovaskulär anastomos i samband med transplantation av hud/subkutan vävnad
QWH99,Other reoperation in surgery of skin,Annan reoperation för komplikation efter operation på hud/subkutan vävnad
QWW99,,Annan reoperation för hud och subkutan åtgärd
QX,Skin and subcutaneus tissue of unspecified region,Hud och subkutan vävnad utan specifikation av kroppsdel
QX_,Diagnostic radiology of skin and subcutaneous tissue,Diagnostisk radiologi av hud och subkutan vävnad
QXA,"Incision or local destruction of skin, site unspecified","Incision, biopsi och destruktion vid hudförändring i ospecificerad region"
QXA00,,"Punktion av hud, ospecificerad lokalisation"
QXA05,,"Hudinkision, ospecificerad region"
QXA20,,"Dermabrasion, ospecificerad region"
QXA25,"Destruction of lesion of skin, site unspecified","Destruktion av hudförändring, ospecificerad region"
QXA30,,"Hud elektrokoagulation, ospecificerad region"
QXA40,,"Hud laser behandling eller fotokoagulaiton, ospecifeserad region"
QXA50,,"Kryobehandling av hud, ospecifeserad region"
QXA60,Chemical treatment of skin of unspecified region,"Kemisk behandling av hud, ospecifeserad region"
QXA70,,Patientinstruktioner för vård av hudsjukdomar
QXA99,,"Annan inkision, biopsi eller lokal destruktion, ospecifeserad region"
QXB,Procedures for wounds of skin,Sårbehandling i ospecificerad region
QXB00,,Sutur av ospecificerad hudregion
QXB05,,"Sårrevision, ospecificerad region"
QXB10,,"Omläggning eller förbandsbyte, ospecificerad hudregion"
QXB99,,"Annan åtgärd för sårbehandling i huden, ospecificerad hudregion"
QXC,Removal of foreign body,Avlägsnande av kutan främmande kropp i ospecificerad region
QXC00,Removal of foreign body from unspecified region of skin or subcutaneous tissue,"Avlägsnande av subkutan främmande kropp, ospecificerad region"
QXD,Procedures for burns,Behandling av brännskador i ospecificerad region
QXD00,,"Omläggning vid brännskada, ospecificerad hudregion"
QXD10,,"Revision av brännskada i ospecificerad hudregion, débridement"
QXD20,Excision of burn of head or neck and coverage,Excision och täckning med transplantat av brännskada i huvud-halsregionen
QXE,Excision and repair of lesion of skin,Excision och rekonstruktion vid hudförändringar i ospecificerad region
QXE05,,"Excision av svettkörtlar eller hud med svettkörtlar, ospecificerad hudregion"
QXE10,Excision of other lesion extending through all layers of skin in uspecified region,"Excision av kutan/subkutan förändring från all skikter av hud, ospesificerad region"
QXE15,Excision of other superficial lesion of skin in unspecified region,"Excision av ytlig hudförändring, ospesificerad region"
QXE20,,Excision av ärr på ospecificerad hudregion
QXE25,,Excision/revision av ärr efter brännskada på ospecificerad hudregion
QXE30,,Excision/revision av operationsärr på ospecificerad hudregion
QXE35,,Rekonstruktion av huddefekt efter skada eller operation på ospecificerad hudregion
QXE40,,Rekonstruktion vid missbildning eller hudsjukdom på ospecificerad region
QXE99,Other excision or repair of unspecified region of skin,"Annan kutan / subkutan excision eller rekonstruktion, oscpecificerad hudregion"
QXG,Operations for chronic ulcers and fistulae of skin,Operationer för kroniska sår och fistlar i ospecificerad region
QXG00,,"Revision av liggsår på ospecificerad hudregion, débridement"
QXG10,Excision and repair of bedsore of unspecified region,Excision med rekonstruktion vid liggsår på ospecificerad hudregion
QXG20,Operation for chronic ulcer or fistula of unspecified region of skin,Excision/revision av kroniskt sår på opesificerad hudregion
QXG30,Delayed skin closure of surgical wound of unspecified region,Planerad sekundärsutur av operationssår i hud på ospecificerad hudregion
QXG99,Other operation for chronic ulcer or fistula of unspecified region of skin,Annan operation för kroniskt sår på ospecificerad hudregion
QXJ,Aesthetic operations on skin,Operationer av estetiska skäl i ospecificerad region
QXJ00,,Fettsugning på ospecificerad hudregion
QXJ05,,Estetiskt betingad hudreduktion på ospecificerad hudregion
QXZ00,Botulin injections for hyperhidrosis of unspecified localisation,"Botulin-injektioner mot hyperhidros, ospecificerad lokalisation"
QX0,Radiotherapy of skin,Strålbehandling av huden
QX099,Whole skin radiotherapy,Strålbehandling av hela huden
QX1AE,Ultrasound examination of skin,"Hud, dermatologiskt UL"
QX1CG,,
QX1D3,,Histologisk undersökning av prov från hudutslag
QX1F3,,Immunofluoresence-undersökning av hud- eller slemhinnevävnad
QX1KJ,,
QX_2,Other diagnostic procedures of skin,Andra undersökningar av hud
QX2AN,Other soft tissue tumour isotope imaging,Isotopundersökning av annan mjukdelstumör
QX2AQ,,Mjukdelstumör SPET med låg-dos DT
QX2CB,Fistulogaphy with X-ray,Fistulografi
QX2D3,,"Histologisk undersökning av ben- eller mjukvävnad, omfattande operationspreparat"
QX2F3,,Immunofluoresence-undersökning av IgA-antikroppar i hudvävnad
QX2SN,Other soft tissue tumour SPECT,Annan mjukdelstumör SPET
QX2XA,X-ray examination of soft tissue not elsewhere classified,Övrig mjukdelsröntgen
QX2XE,Ultrsound examination of soft tissue not elsewhere classified,Annan UL av mjukdelar
QX2ZT,Removal of foreign body close to skin with radiological guidance,Avläggsnade av ytligt belägen främmande kropp med radiologisk styrning
QX_3,Other procedures of skin,Andra åtgärder på skin
QX3AT,Ultrasound guided biopsy of subcutaneous tissue,"Subkutan vävnadsbiopsi, UL-styrd"
QX3CT,,"Mjukdels trådmarkeiring, DT-styrd"
QX3D3,,Fryssnittundersökning av vävnad
QX3HE,Ultrsound examination of lesion close to skin,"Ytlig resistens, UL"
QX3LT,Subcutaneous sclerotherapy,Subkutan skleroterapi
QX3YT,,"Mjukdels trådmarkeiring, UL-styrd"
QX4AT,Ultrsound guided needle biopsy of skin,"Subkutan finnålsbiopsi, UL-styrd"
QX4YT,,Ultraljudsledd punktion av ytlig ansamling
QX5F3,,Påvisning av amyloid i vävnad
R,Rehabilitation services,Rehabilitations service
R1,Evaluation of the need and prospects for rehabilitation,Uppskattning av rehabilitationsbehov och -potential
R11,General overview of the need for rehabilitation,Allmän bedömning av rehabiliteringsbehovet
R1100,General evaluation of the need for rehabilitation,Allmän bedömning av rehabiliteringsbehovet
R12,Examination to settle the need for rehabilitation,Rehabiliteringsundersökning
R1210,Medical assessment of need and possibilities to rehabilitation,Medicinsk bedömning av behov och möjligheter till rehabilitering
R1220,Psychological examination of need and possibilities to rehabilitation,Psykologisk bedömning av behov och möjligheter till rehabilitering
R1230,Neuropsychological evaluation of need and possibilities to rehabilitation,Neuropsykologisk bedömning av behov och möjligheter till rehabilitering
R1240,Social assessment of need and possibilities of rehabilitation,Social bedömning av behov och möjligheter till rehabilitering
R1250,Evaluation of functional capability,Utvärdering av funktionsförmågan
R1260,Evaluation of communicative skills,Utvärdering av kommunikationsförmågan
R1270,Evaluation of the need for educational rehabilitation,Utvärdering av behovet av fostrande rehabilitering
R1280,Evaluation of the need for vocational rehabilitation,Utvärdering av behovet av yrkesinriktad rehabilitering
R13,Trial periods,Rehabilitateringsförsök
R1310,Day care trial period,Dagvårdsförsök
R1320,Educational trial period,Utbildningsförsök
R1330,Trial to work at a work clinic,Arbetsförsök på arbetsklinik
R1340,Trial to work at a workplace,Arbetsförsök på arbetsplats
R1350,Housing trial period,Boendeförsök
R14,Rehabilitation plan,Rehabiliteringsplan
R1410,Drawing up a rehabilitation plan,Utarbetandet av rehabiliteringsplanen
R1420,,Utarbetandet av rehabiliteringsplanen
R1430,,Fysioterapi enligt rehabilitationsplan
R2,Guidance supporting rehabilitation,Handledning som stöd för rehabilitatering
R21,Counselling and guidance in rehabilitation,Rehabiliteringsrådgivning och rehabiliteringshandledning
R2110,Giving the first information,Avgivande av första information
R2120,Counselling and guidance concerning rehabilitation services and social security,Information och handledning angående rehabiliteringstjänster och social skydd
R2130,Counselling and guidance which enhance independent living,Rådgivning och handledning om självständig levande
R2140,,Handledning vid upprätthållande av fysisk jämvikt och balansövningar
R2150,,Rehabilitation och patientinstruktioner för skelning
R22,Guidance to educational rehabilitation,Handledning i fostrande rehabilitering
R2210,Guidance to educational rehabilitation,Handledning i fostrande rehabilitering
R23,Guidance to occupation and working life,Handledning i rehabilitering till yrke och arbetsliv
R2310,Vocational guidance,Yrkesvägledning
R2320,Counselling concerning working,Arbetshandledning
R3,Training that supports rehabilitation,Träning som stöd för rehabilitatering
R31,Adaptation training,Anpassningsträning
R3110,Psychosocial training,Psykosocial träning
R3120,Training in mobility skills,Träning i rörelseförmåga
R3130,Training in activities of daily lining,Träning i vardagsaktiviteter
R3140,Training in communicative skills,Träning av kommunikationsfärdigheterna
R3150,Training persons to cope with the environment,Träning i att  bemästra levnadsmiljön
R3160,Training in educational and learning skills,Träning av utbildnings  och inlärningsfärdigheter
R32,Communal training,Träning i att leva i gemenskap
R3210,Communal training,Träning i att leva i gemenskap
